Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallRayBrain,2.245,10560.474,2.567,10558,-3.512
RollerBallRayBrain,2.235,10565.471,2.583,10294,-3.511
RollerBallRayBrain,2.200,10570.423,2.560,10427,-3.511
RollerBallRayBrain,2.212,10575.489,2.565,10261,-3.510
RollerBallRayBrain,2.257,10580.345,2.401,10308,-3.509
RollerBallRayBrain,2.225,10585.416,2.654,10272,-3.508
RollerBallRayBrain,2.204,10590.530,2.709,10247,-3.507
RollerBallRayBrain,2.200,10595.298,2.385,10283,-3.507
RollerBallRayBrain,2.215,10600.187,2.465,10282,-3.506
RollerBallRayBrain,2.213,10605.070,2.495,10346,-3.505
RollerBallRayBrain,2.198,10610.049,2.585,10371,-3.504
RollerBallRayBrain,2.237,10615.226,2.758,10320,-3.504
RollerBallRayBrain,2.204,10620.119,2.501,10263,-3.503
RollerBallRayBrain,2.227,10624.972,2.437,10297,-3.503
RollerBallRayBrain,2.219,10630.071,2.688,10299,-3.502
RollerBallRayBrain,2.195,10634.902,2.445,10264,-3.501
RollerBallRayBrain,2.245,10640.031,2.693,10285,-3.500
RollerBallRayBrain,2.232,10644.830,2.390,10248,-3.500
RollerBallRayBrain,2.186,10649.813,2.599,10291,-3.499
RollerBallRayBrain,2.225,10654.686,2.468,10279,-3.498
RollerBallRayBrain,2.206,10659.743,2.645,10290,-3.497
RollerBallRayBrain,2.201,10664.833,2.686,10331,-3.497
RollerBallRayBrain,2.224,10669.433,2.205,10303,-3.496
RollerBallRayBrain,2.217,10674.529,2.666,10278,-3.496
RollerBallRayBrain,2.207,10679.382,2.461,10263,-3.495
RollerBallRayBrain,2.239,10684.238,2.423,10259,-3.495
RollerBallRayBrain,2.229,10689.226,2.554,10278,-3.494
RollerBallRayBrain,2.258,10694.264,2.603,10356,-3.493
RollerBallRayBrain,2.220,10699.484,2.786,10283,-3.492
RollerBallRayBrain,2.203,10704.099,2.246,10279,-3.492
RollerBallRayBrain,2.207,10709.047,2.561,10261,-3.491
RollerBallRayBrain,2.198,10713.949,2.525,10246,-3.490
RollerBallRayBrain,2.216,10718.974,2.615,10328,-3.489
RollerBallRayBrain,2.222,10723.984,2.592,10268,-3.488
RollerBallRayBrain,2.220,10728.947,2.563,10264,-3.488
RollerBallRayBrain,2.224,10733.838,2.477,10252,-3.487
RollerBallRayBrain,2.203,10738.838,2.593,10297,-3.486
RollerBallRayBrain,2.225,10743.842,2.590,10302,-3.485
RollerBallRayBrain,2.211,10748.610,2.369,10248,-3.485
RollerBallRayBrain,2.199,10753.605,2.607,10356,-3.484
RollerBallRayBrain,2.216,10758.629,2.609,10327,-3.483
RollerBallRayBrain,2.236,10763.616,2.547,10270,-3.483
RollerBallRayBrain,2.196,10768.458,2.479,10241,-3.482
RollerBallRayBrain,2.220,10773.418,2.545,10290,-3.482
RollerBallRayBrain,2.196,10778.225,2.424,10305,-3.481
RollerBallRayBrain,2.217,10783.215,2.595,10267,-3.480
RollerBallRayBrain,2.203,10788.275,2.665,10271,-3.480
RollerBallRayBrain,2.223,10793.183,2.496,10360,-3.479
RollerBallRayBrain,2.207,10798.100,2.538,10262,-3.478
RollerBallRayBrain,2.207,10803.010,2.530,10263,-3.477
RollerBallRayBrain,2.215,10807.957,2.537,10242,-3.477
RollerBallRayBrain,2.203,10813.053,2.694,10295,-3.476
RollerBallRayBrain,2.261,10817.761,2.281,10279,-3.476
RollerBallRayBrain,2.236,10822.814,2.608,10333,-3.475
RollerBallRayBrain,2.221,10827.757,2.530,10275,-3.475
RollerBallRayBrain,2.214,10832.546,2.394,10332,-3.474
RollerBallRayBrain,2.217,10837.784,2.807,10332,-3.473
RollerBallRayBrain,2.216,10842.514,2.346,10248,-3.473
RollerBallRayBrain,2.194,10847.391,2.493,10311,-3.473
RollerBallRayBrain,2.218,10852.487,2.673,10325,-3.472
RollerBallRayBrain,2.232,10857.299,2.414,10324,-3.471
RollerBallRayBrain,2.213,10862.177,2.472,10327,-3.471
RollerBallRayBrain,2.206,10867.169,2.587,10268,-3.470
RollerBallRayBrain,2.230,10872.168,2.582,10256,-3.469
RollerBallRayBrain,2.209,10877.139,2.568,10274,-3.468
RollerBallRayBrain,2.252,10882.003,2.449,10264,-3.468
RollerBallRayBrain,2.208,10887.030,2.622,10309,-3.467
RollerBallRayBrain,2.227,10891.961,2.500,10511,-3.467
RollerBallRayBrain,2.198,10896.990,2.627,10371,-3.466
RollerBallRayBrain,2.232,10901.896,2.491,10246,-3.465
RollerBallRayBrain,2.241,10906.860,2.535,10321,-3.465
RollerBallRayBrain,2.235,10911.897,2.613,10241,-3.464
RollerBallRayBrain,2.219,10916.885,2.581,10348,-3.463
RollerBallRayBrain,2.209,10921.721,2.452,10253,-3.463
RollerBallRayBrain,2.212,10926.764,2.634,10251,-3.462
RollerBallRayBrain,2.202,10931.673,2.514,10305,-3.461
RollerBallRayBrain,2.191,10936.636,2.576,10308,-3.460
RollerBallRayBrain,2.250,10941.708,2.617,10390,-3.459
RollerBallRayBrain,2.210,10946.610,2.517,10330,-3.459
RollerBallRayBrain,2.205,10951.437,2.448,10248,-3.458
RollerBallRayBrain,2.212,10956.473,2.610,10375,-3.457
RollerBallRayBrain,2.209,10961.529,2.648,10276,-3.457
RollerBallRayBrain,2.211,10966.376,2.462,10258,-3.456
RollerBallRayBrain,2.214,10971.296,2.523,10375,-3.455
RollerBallRayBrain,2.225,10976.284,2.573,10297,-3.455
RollerBallRayBrain,2.216,10981.225,2.535,10248,-3.454
RollerBallRayBrain,2.240,10986.226,2.569,10299,-3.453
RollerBallRayBrain,2.212,10991.221,2.606,10358,-3.452
RollerBallRayBrain,2.211,10996.361,2.709,10297,-3.452
RollerBallRayBrain,2.251,11001.115,2.345,10248,-3.451
RollerBallRayBrain,2.236,11006.153,2.609,10332,-3.450
RollerBallRayBrain,2.215,11011.129,2.575,10264,-3.450
RollerBallRayBrain,2.219,11016.225,2.677,10428,-3.449
RollerBallRayBrain,2.207,11021.058,2.451,10242,-3.448
RollerBallRayBrain,2.211,11026.100,2.636,10331,-3.447
RollerBallRayBrain,2.215,11030.954,2.465,10246,-3.447
RollerBallRayBrain,2.222,11036.014,2.642,10293,-3.446
RollerBallRayBrain,2.207,11040.991,2.572,10266,-3.445
RollerBallRayBrain,2.237,11046.026,2.604,10321,-3.444
RollerBallRayBrain,2.203,11050.940,2.515,10303,-3.443
RollerBallRayBrain,2.198,11055.919,2.597,10242,-3.443
RollerBallRayBrain,2.226,11060.823,2.482,10251,-3.442
RollerBallRayBrain,2.229,11065.837,2.586,10396,-3.442
RollerBallRayBrain,2.203,11070.734,2.506,10302,-3.441
RollerBallRayBrain,2.229,11075.398,2.275,10306,-3.441
RollerBallRayBrain,2.197,11080.574,2.780,10314,-3.440
RollerBallRayBrain,2.232,11085.417,2.417,10651,-3.440
RollerBallRayBrain,2.227,11090.600,2.752,10252,-3.439
RollerBallRayBrain,2.226,11095.281,2.271,10341,-3.438
RollerBallRayBrain,2.222,11100.284,2.580,10305,-3.438
RollerBallRayBrain,2.234,11105.248,2.546,10320,-3.437
RollerBallRayBrain,2.214,11110.249,2.594,10289,-3.436
RollerBallRayBrain,2.207,11115.152,2.505,10298,-3.435
RollerBallRayBrain,2.219,11120.103,2.540,10289,-3.435
RollerBallRayBrain,2.208,11125.056,2.546,10297,-3.434
RollerBallRayBrain,2.202,11130.030,2.565,10241,-3.433
RollerBallRayBrain,2.238,11135.139,2.676,10257,-3.432
RollerBallRayBrain,2.246,11139.969,2.409,10317,-3.431
RollerBallRayBrain,2.205,11144.894,2.543,10254,-3.431
RollerBallRayBrain,2.239,11149.891,2.568,10247,-3.430
RollerBallRayBrain,2.260,11155.168,2.795,10276,-3.429
RollerBallRayBrain,2.180,11159.865,2.337,10295,-3.429
RollerBallRayBrain,2.210,11164.790,2.525,10301,-3.428
RollerBallRayBrain,2.213,11169.811,2.616,10319,-3.427
RollerBallRayBrain,2.199,11174.599,2.412,10300,-3.427
RollerBallRayBrain,2.224,11179.579,2.570,10289,-3.426
RollerBallRayBrain,2.235,11184.571,2.566,10282,-3.425
RollerBallRayBrain,2.217,11189.562,2.584,10270,-3.425
RollerBallRayBrain,2.209,11194.416,2.456,10289,-3.424
RollerBallRayBrain,2.235,11199.399,2.554,10335,-3.423
RollerBallRayBrain,2.226,11204.484,2.666,10348,-3.422
RollerBallRayBrain,2.207,11209.313,2.452,10265,-3.422
RollerBallRayBrain,2.229,11214.318,2.495,10361,-3.421
RollerBallRayBrain,2.196,11219.252,2.558,10277,-3.421
RollerBallRayBrain,2.202,11224.232,2.581,10250,-3.420
RollerBallRayBrain,2.264,11229.367,2.664,10825,-3.419
RollerBallRayBrain,2.232,11234.525,2.722,10270,-3.419
RollerBallRayBrain,2.219,11239.139,2.226,10256,-3.418
RollerBallRayBrain,2.225,11244.180,2.610,10421,-3.417
RollerBallRayBrain,2.210,11249.176,2.597,10316,-3.417
RollerBallRayBrain,2.227,11253.959,2.383,10296,-3.416
RollerBallRayBrain,2.209,11259.016,2.659,10247,-3.415
RollerBallRayBrain,2.235,11264.048,2.578,10276,-3.415
RollerBallRayBrain,2.218,11268.895,2.447,10275,-3.414
RollerBallRayBrain,2.219,11273.957,2.635,10249,-3.413
RollerBallRayBrain,2.184,11278.836,2.494,10263,-3.412
RollerBallRayBrain,2.221,11283.813,2.578,10291,-3.412
RollerBallRayBrain,2.230,11288.774,2.533,10328,-3.411
RollerBallRayBrain,2.218,11293.783,2.602,10267,-3.410
RollerBallRayBrain,2.210,11298.696,2.497,10275,-3.410
RollerBallRayBrain,2.263,11303.598,2.450,10315,-3.409
RollerBallRayBrain,2.213,11308.694,2.677,10290,-3.408
RollerBallRayBrain,2.238,11313.726,2.598,10299,-3.408
RollerBallRayBrain,2.238,11318.446,2.290,10549,-3.407
RollerBallRayBrain,2.210,11323.450,2.596,10277,-3.407
RollerBallRayBrain,2.199,11328.598,2.738,10301,-3.406
RollerBallRayBrain,2.222,11333.320,2.327,10313,-3.406
RollerBallRayBrain,2.226,11338.307,2.565,10263,-3.405
RollerBallRayBrain,2.216,11343.274,2.589,10385,-3.404
RollerBallRayBrain,2.197,11348.271,2.604,10290,-3.403
RollerBallRayBrain,2.211,11353.251,2.571,10310,-3.403
RollerBallRayBrain,2.199,11357.999,2.371,10303,-3.402
RollerBallRayBrain,2.270,11363.114,2.640,10326,-3.402
RollerBallRayBrain,2.207,11368.145,2.630,10257,-3.401
RollerBallRayBrain,2.235,11373.051,2.485,10252,-3.400
RollerBallRayBrain,2.232,11378.022,2.537,10279,-3.400
RollerBallRayBrain,2.212,11383.122,2.695,10306,-3.399
RollerBallRayBrain,2.224,11387.967,2.437,10333,-3.398
RollerBallRayBrain,2.208,11392.856,2.497,10272,-3.398
RollerBallRayBrain,2.223,11398.033,2.756,10292,-3.397
RollerBallRayBrain,2.227,11402.865,2.421,10265,-3.397
RollerBallRayBrain,2.215,11407.855,2.577,10307,-3.396
RollerBallRayBrain,2.216,11412.964,2.688,10398,-3.395
RollerBallRayBrain,2.218,11417.848,2.477,10257,-3.394
RollerBallRayBrain,2.227,11422.630,2.388,10282,-3.394
RollerBallRayBrain,2.218,11427.745,2.695,10271,-3.393
RollerBallRayBrain,2.222,11432.725,2.582,10375,-3.392
RollerBallRayBrain,2.222,11437.642,2.517,10253,-3.392
RollerBallRayBrain,2.214,11442.773,2.703,10283,-3.391
RollerBallRayBrain,2.243,11447.645,2.439,10274,-3.391
RollerBallRayBrain,2.231,11452.495,2.426,10298,-3.390
RollerBallRayBrain,2.226,11457.490,2.573,10245,-3.389
RollerBallRayBrain,2.200,11462.406,2.528,10290,-3.388
RollerBallRayBrain,2.232,11467.581,2.735,10329,-3.388
RollerBallRayBrain,2.215,11472.472,2.506,10317,-3.387
RollerBallRayBrain,2.216,11477.346,2.459,10311,-3.387
RollerBallRayBrain,2.201,11482.225,2.494,10257,-3.386
RollerBallRayBrain,2.227,11487.223,2.569,10266,-3.385
RollerBallRayBrain,2.250,11492.254,2.588,10258,-3.385
RollerBallRayBrain,2.206,11497.209,2.549,10309,-3.384
RollerBallRayBrain,2.216,11502.152,2.542,10357,-3.383
RollerBallRayBrain,2.232,11507.325,2.735,10264,-3.383
RollerBallRayBrain,2.256,11512.091,2.341,10311,-3.382
RollerBallRayBrain,2.220,11517.027,2.528,10341,-3.382
RollerBallRayBrain,2.220,11522.114,2.666,10261,-3.381
RollerBallRayBrain,2.246,11526.999,2.451,10291,-3.380
RollerBallRayBrain,2.252,11532.161,2.690,10312,-3.379
RollerBallRayBrain,2.205,11536.891,2.356,10262,-3.379
RollerBallRayBrain,2.236,11541.930,2.606,10306,-3.378
RollerBallRayBrain,2.197,11546.856,2.533,10268,-3.378
RollerBallRayBrain,2.233,11551.703,2.431,10300,-3.377
RollerBallRayBrain,2.218,11556.723,2.586,10247,-3.377
RollerBallRayBrain,2.201,11561.668,2.549,10285,-3.376
RollerBallRayBrain,2.203,11566.694,2.631,10311,-3.375
RollerBallRayBrain,2.226,11571.837,2.714,10358,-3.375
RollerBallRayBrain,2.236,11576.589,2.347,10445,-3.375
RollerBallRayBrain,2.197,11581.498,2.515,10364,-3.374
RollerBallRayBrain,2.232,11586.532,2.602,10486,-3.373
RollerBallRayBrain,2.204,11591.507,2.581,10288,-3.373
RollerBallRayBrain,2.206,11596.385,2.468,10243,-3.372
RollerBallRayBrain,2.205,11601.300,2.533,10254,-3.372
RollerBallRayBrain,2.209,11606.378,2.659,10252,-3.371
RollerBallRayBrain,2.204,11611.191,2.422,10266,-3.370
RollerBallRayBrain,2.223,11616.174,2.560,10405,-3.370
RollerBallRayBrain,2.210,11621.096,2.512,10259,-3.369
RollerBallRayBrain,2.238,11626.131,2.609,10265,-3.369
RollerBallRayBrain,2.224,11631.047,2.515,10267,-3.368
RollerBallRayBrain,2.224,11636.060,2.610,10266,-3.367
RollerBallRayBrain,2.214,11640.927,2.458,10367,-3.366
RollerBallRayBrain,2.225,11645.980,2.614,10244,-3.366
RollerBallRayBrain,2.209,11651.016,2.628,10344,-3.365
RollerBallRayBrain,2.224,11655.865,2.442,10309,-3.365
RollerBallRayBrain,2.226,11660.921,2.616,10379,-3.364
RollerBallRayBrain,2.238,11665.741,2.392,10246,-3.364
RollerBallRayBrain,2.228,11670.659,2.500,10295,-3.363
RollerBallRayBrain,2.224,11675.737,2.642,10270,-3.362
RollerBallRayBrain,2.229,11680.664,2.516,10262,-3.362
RollerBallRayBrain,2.230,11685.697,2.594,10342,-3.361
RollerBallRayBrain,2.209,11690.533,2.439,10350,-3.361
RollerBallRayBrain,2.231,11695.462,2.516,10257,-3.360
RollerBallRayBrain,2.226,11700.398,2.518,10303,-3.360
RollerBallRayBrain,2.214,11705.379,2.569,10308,-3.359
RollerBallRayBrain,2.210,11710.221,2.436,10249,-3.359
RollerBallRayBrain,2.228,11715.398,2.735,10341,-3.358
RollerBallRayBrain,2.246,11720.200,2.369,10272,-3.357
RollerBallRayBrain,2.251,11725.130,2.481,10265,-3.357
RollerBallRayBrain,2.216,11730.323,2.765,10293,-3.356
RollerBallRayBrain,2.250,11734.806,2.064,10319,-3.356
RollerBallRayBrain,2.260,11739.921,2.654,10355,-3.355
RollerBallRayBrain,2.217,11744.877,2.550,10274,-3.354
RollerBallRayBrain,2.260,11749.880,2.544,10250,-3.354
RollerBallRayBrain,2.221,11754.864,2.586,10394,-3.353
RollerBallRayBrain,2.209,11759.712,2.457,10250,-3.353
RollerBallRayBrain,2.207,11764.618,2.496,10285,-3.352
RollerBallRayBrain,2.197,11769.443,2.429,10301,-3.351
RollerBallRayBrain,2.199,11774.415,2.561,10307,-3.351
RollerBallRayBrain,2.203,11779.323,2.509,10397,-3.350
RollerBallRayBrain,2.227,11784.352,2.602,10359,-3.349
RollerBallRayBrain,2.213,11789.270,2.514,10268,-3.349
RollerBallRayBrain,2.215,11794.213,2.533,10253,-3.348
RollerBallRayBrain,2.196,11799.129,2.536,10242,-3.348
RollerBallRayBrain,2.250,11803.965,2.396,10380,-3.347
RollerBallRayBrain,2.210,11809.003,2.631,10302,-3.346
RollerBallRayBrain,2.219,11813.855,2.442,10447,-3.346
RollerBallRayBrain,2.204,11818.722,2.490,10264,-3.345
RollerBallRayBrain,2.238,11823.659,2.517,10242,-3.345
RollerBallRayBrain,2.233,11828.740,2.654,10254,-3.344
RollerBallRayBrain,2.238,11833.636,2.466,10250,-3.344
RollerBallRayBrain,2.225,11838.572,2.520,10457,-3.343
RollerBallRayBrain,2.232,11843.421,2.419,10324,-3.343
RollerBallRayBrain,2.211,11848.488,2.650,10263,-3.342
RollerBallRayBrain,2.219,11853.358,2.368,10297,-3.341
RollerBallRayBrain,2.200,11858.304,2.560,10388,-3.341
RollerBallRayBrain,2.215,11863.390,2.656,10299,-3.340
RollerBallRayBrain,2.220,11868.215,2.423,10589,-3.340
RollerBallRayBrain,2.254,11873.228,2.560,10361,-3.339
RollerBallRayBrain,2.208,11878.182,2.546,10350,-3.339
RollerBallRayBrain,2.199,11883.077,2.505,10262,-3.338
RollerBallRayBrain,2.200,11887.934,2.466,10308,-3.337
RollerBallRayBrain,2.207,11892.801,2.464,10311,-3.337
RollerBallRayBrain,2.222,11897.668,2.456,10257,-3.337
RollerBallRayBrain,2.252,11902.772,2.643,10293,-3.336
RollerBallRayBrain,2.209,11907.735,2.567,10311,-3.335
RollerBallRayBrain,2.224,11912.837,2.659,10293,-3.334
RollerBallRayBrain,2.222,11917.599,2.359,10249,-3.334
RollerBallRayBrain,2.215,11922.760,2.746,10244,-3.333
RollerBallRayBrain,2.226,11927.706,2.529,10302,-3.333
RollerBallRayBrain,2.220,11932.396,2.293,10247,-3.332
RollerBallRayBrain,2.227,11937.497,2.675,10450,-3.331
RollerBallRayBrain,2.211,11942.405,2.486,10344,-3.331
RollerBallRayBrain,2.217,11947.236,2.432,10318,-3.330
RollerBallRayBrain,2.211,11952.082,2.435,10314,-3.330
RollerBallRayBrain,2.205,11956.971,2.503,10383,-3.330
RollerBallRayBrain,2.243,11961.885,2.488,10247,-3.329
RollerBallRayBrain,2.237,11966.795,2.489,10316,-3.328
RollerBallRayBrain,2.226,11971.803,2.563,10252,-3.328
RollerBallRayBrain,2.206,11976.702,2.517,10302,-3.327
RollerBallRayBrain,2.219,11981.562,2.472,10248,-3.327
RollerBallRayBrain,2.217,11986.587,2.620,10399,-3.326
RollerBallRayBrain,2.214,11991.494,2.508,10261,-3.325
RollerBallRayBrain,2.232,11996.442,2.534,10280,-3.325
RollerBallRayBrain,2.221,12001.387,2.530,10296,-3.324
RollerBallRayBrain,2.198,12006.335,2.544,10260,-3.323
RollerBallRayBrain,2.246,12011.439,2.645,10294,-3.322
RollerBallRayBrain,2.229,12016.358,2.495,10279,-3.322
RollerBallRayBrain,2.217,12021.143,2.379,10277,-3.321
RollerBallRayBrain,2.231,12026.133,2.564,10329,-3.321
RollerBallRayBrain,2.276,12031.004,2.399,10339,-3.321
RollerBallRayBrain,2.260,12036.129,2.662,10327,-3.320
RollerBallRayBrain,2.261,12041.034,2.443,10275,-3.319
RollerBallRayBrain,2.245,12046.149,2.665,10266,-3.319
RollerBallRayBrain,2.240,12050.975,2.415,10245,-3.319
RollerBallRayBrain,2.258,12056.130,2.692,10352,-3.318
RollerBallRayBrain,2.233,12060.961,2.396,10255,-3.318
RollerBallRayBrain,2.231,12065.863,2.490,10311,-3.317
RollerBallRayBrain,2.238,12070.961,2.658,10258,-3.316
RollerBallRayBrain,2.247,12075.797,2.393,10271,-3.316
RollerBallRayBrain,2.243,12080.760,2.521,10279,-3.315
RollerBallRayBrain,2.250,12085.818,2.612,10263,-3.315
RollerBallRayBrain,2.254,12090.729,2.468,10326,-3.314
RollerBallRayBrain,2.240,12095.804,2.635,10320,-3.314
RollerBallRayBrain,2.234,12100.848,2.607,10245,-3.313
RollerBallRayBrain,2.264,12105.990,2.676,10311,-3.312
RollerBallRayBrain,2.255,12110.931,2.494,10327,-3.312
RollerBallRayBrain,2.267,12115.857,2.456,10311,-3.312
RollerBallRayBrain,2.245,12120.909,2.614,10246,-3.311
RollerBallRayBrain,2.236,12126.000,2.661,10302,-3.310
RollerBallRayBrain,2.257,12131.011,2.559,10376,-3.310
RollerBallRayBrain,2.230,12136.021,2.578,10270,-3.309
RollerBallRayBrain,2.252,12141.106,2.622,10250,-3.308
RollerBallRayBrain,2.242,12146.033,2.483,10252,-3.308
RollerBallRayBrain,2.251,12151.115,2.637,10311,-3.307
RollerBallRayBrain,2.236,12156.158,2.607,10339,-3.307
RollerBallRayBrain,2.244,12161.072,2.482,10269,-3.306
RollerBallRayBrain,2.251,12166.412,2.861,10299,-3.305
RollerBallRayBrain,2.233,12171.292,2.450,10273,-3.305
RollerBallRayBrain,2.264,12176.171,2.417,10253,-3.305
RollerBallRayBrain,2.266,12181.117,2.491,10331,-3.304
RollerBallRayBrain,2.239,12186.089,2.548,10311,-3.304
RollerBallRayBrain,2.242,12191.121,2.593,10301,-3.303
RollerBallRayBrain,2.249,12196.157,2.584,10289,-3.302
RollerBallRayBrain,2.235,12201.158,2.571,10260,-3.302
RollerBallRayBrain,2.257,12206.160,2.546,10282,-3.301
RollerBallRayBrain,2.265,12211.181,2.559,10252,-3.301
RollerBallRayBrain,2.228,12216.298,2.678,10307,-3.300
RollerBallRayBrain,2.240,12221.363,2.635,10253,-3.300
RollerBallRayBrain,2.256,12226.425,2.609,10329,-3.299
RollerBallRayBrain,2.244,12231.389,2.525,10263,-3.298
RollerBallRayBrain,2.243,12236.499,2.663,10430,-3.298
RollerBallRayBrain,2.241,12241.534,2.599,10349,-3.297
RollerBallRayBrain,2.246,12246.497,2.516,10327,-3.297
RollerBallRayBrain,2.243,12251.601,2.640,10246,-3.296
RollerBallRayBrain,2.241,12256.652,2.623,10293,-3.296
RollerBallRayBrain,2.244,12261.562,2.466,10413,-3.295
RollerBallRayBrain,2.253,12266.697,2.684,10274,-3.295
RollerBallRayBrain,2.229,12271.620,2.503,10286,-3.294
RollerBallRayBrain,2.238,12276.587,2.547,10259,-3.294
RollerBallRayBrain,2.253,12281.553,2.519,10305,-3.293
RollerBallRayBrain,2.253,12286.752,2.736,10419,-3.292
RollerBallRayBrain,2.244,12291.829,2.644,10322,-3.292
RollerBallRayBrain,2.265,12296.764,2.479,10242,-3.291
RollerBallRayBrain,2.267,12301.698,2.467,10309,-3.291
RollerBallRayBrain,2.252,12306.807,2.653,10259,-3.290
RollerBallRayBrain,2.270,12311.865,2.586,10352,-3.290
RollerBallRayBrain,2.267,12316.948,2.616,10343,-3.289
RollerBallRayBrain,2.252,12322.058,2.652,10468,-3.289
RollerBallRayBrain,2.269,12326.990,2.465,10251,-3.288
RollerBallRayBrain,2.257,12332.200,2.725,10421,-3.287
RollerBallRayBrain,2.300,12337.222,2.530,10256,-3.287
RollerBallRayBrain,2.293,12342.423,2.705,10379,-3.286
RollerBallRayBrain,2.280,12347.527,2.618,10405,-3.285
RollerBallRayBrain,2.266,12352.657,2.664,10316,-3.285
RollerBallRayBrain,2.258,12357.837,2.708,10284,-3.284
RollerBallRayBrain,2.244,12362.677,2.402,10247,-3.284
RollerBallRayBrain,2.240,12367.991,2.833,10295,-3.283
RollerBallRayBrain,2.253,12372.558,2.145,10313,-3.283
RollerBallRayBrain,2.259,12377.555,2.531,10275,-3.283
RollerBallRayBrain,2.242,12382.501,2.508,10258,-3.282
RollerBallRayBrain,2.296,12387.492,2.501,10302,-3.282
RollerBallRayBrain,2.287,12392.626,2.629,10311,-3.281
RollerBallRayBrain,2.276,12397.636,2.527,10305,-3.281
RollerBallRayBrain,2.268,12402.808,2.676,10277,-3.280
RollerBallRayBrain,2.275,12407.718,2.442,10259,-3.280
RollerBallRayBrain,2.259,12412.659,2.482,10285,-3.280
RollerBallRayBrain,2.252,12417.673,2.565,10288,-3.279
RollerBallRayBrain,2.231,12422.629,2.529,10284,-3.278
RollerBallRayBrain,2.247,12427.672,2.590,10347,-3.278
RollerBallRayBrain,2.245,12432.717,2.600,10255,-3.277
RollerBallRayBrain,2.241,12437.630,2.475,10250,-3.277
RollerBallRayBrain,2.236,12442.711,2.630,10318,-3.276
RollerBallRayBrain,2.267,12447.905,2.721,10347,-3.275
RollerBallRayBrain,2.251,12452.636,2.305,10305,-3.275
RollerBallRayBrain,2.254,12457.805,2.703,10356,-3.274
RollerBallRayBrain,2.236,12462.805,2.560,10359,-3.274
RollerBallRayBrain,2.238,12467.767,2.522,10253,-3.273
RollerBallRayBrain,2.250,12472.774,2.563,10292,-3.273
RollerBallRayBrain,2.267,12477.731,2.511,10249,-3.272
RollerBallRayBrain,2.256,12482.831,2.624,10299,-3.272
RollerBallRayBrain,2.247,12487.830,2.557,10268,-3.271
RollerBallRayBrain,2.232,12492.567,2.324,10256,-3.271
